,index,zn,black,rad,indus,ptratio,medv,lstat,nbgde,chas,ftyrgv,ID,crim,dis,tax,rm,age,nox
2004,370,33.0,396.9,7.0,2.18,18.4,33.4,6.47,6.47,0.0,34567,307,0.07503,3.0992,222.0,7.42,71.9,472.0
2005,167,22.0,372.49,xxxxx,5.86,19.1,17.6,12.5,12.5,0.0,34567,xxxxx,xxxxx,7.9549,330.0,xxxxx,76.5,431.0
2006,71,0.0,395.67,5.0,8.56,20.9,19.5,,,0.0,34567,107.0,,2211.0,384.0,5836.0,91.9,0.52
2007,410,0.0,378.25,4.0,21.89,21.2,17.4,16.9,16.9,0.0,34567,137,0.32264,1.9669,437.0,5942.0,93.5,624.0
2008,139,95.0,384.3,3.0,1.47,17.0,32.9,4.45,4.45,0.0,34567,201,0.01778,7.6534,402.0,7135.0,13.9,403.0
2009,315,0.0,383.32,24.0,18.1,20.2,21.4,13.11,13.11,0.0,34567,480,14.3337,1.9512,666.0,6229.0,88.0,614.0
2010,267,xxxxx,210.97,24.0,18.1,xxxxx,16.3,20.08,20.08,0.0,34567,xxxxx,28.6558,1.5894,xxxxx,5155.0,xxxxx,xxxxx
2011,399,0.0,391.45,24.0,18.1,20.2,10.5,22.11,22.11,0.0,34567,441,22.0511,1.8662,666.0,5818.0,92.4,0.74
2012,87,0.0,392.11,4.0,21.89,21.2,,17.19,17.19,,34567,128.0,0.25915,,437.0,5693.0,96.0,624.0
2013,269,88876599956788.0,27.25,24.0,18.1,20.2,88876599956788.0,29.05,29.05,0.0,34567,416,18.0846,1.8347,666.0,6434.0,100.0,679.0
2014,240,0.0,354.7,24.0,18.1,-26543765432345.0,27.5,7.12,7.12,-26543765432345.0,34567,-26543765432345,-26543765432345.0,1.6132,666.0,-26543765432345.0,87.9,718.0
2015,356,12.5,390.5,5.0,7.87,xxxxx,21.7,15.71,15.71,0.0,34567,13,0.09378,5.4509,311.0,5889.0,39.0,xxxxx
2016,129,0.0,-26543765432345.0,3.0,2.46,17.8,32.5,5.68,5.68,0.0,34567,184,0.10008,-26543765432345.0,193.0,6563.0,95.6,488.0
2017,101,0.0,351.85,5.0,xxxxx,14.7,15.4,21.45,21.45,0.0,34567,150,2.73397,1.5257,xxxxx,5597.0,94.9,871.0
2018,363,20.0,390.77,88876599956788.0,88876599956788.0,18.6,35.2,6.58,6.58,1.0,34567,274,0.22188,4.3665,223.0,7691.0,51.8,464.0
2019,261,,396.9,24.0,18.1,,,30.59,30.59,,34567,399.0,38.3518,1.4896,666.0,5453.0,,693.0
2020,165,xxxxx,372.75,6.0,xxxxx,16.6,22.2,11.22,11.22,0.0,34567,243,xxxxx,7.0355,xxxxx,6358.0,52.9,428.0
2021,418,-26543765432345.0,356.99,5.0,-26543765432345.0,14.7,17.8,-26543765432345.0,-26543765432345.0,0.0,34567,149,2.33099,1.5296,403.0,5186.0,93.8,-26543765432345.0
2022,15,0.0,-26543765432345.0,4.0,8.14,21.0,15.2,18.72,18.72,0.0,34567,23,-26543765432345.0,3.9769,307.0,6142.0,91.7,538.0
2023,367,xxxxx,390.43,xxxxx,6.09,16.1,xxxxx,4.86,4.86,xxxxx,34567,304,0.1,5.4917,xxxxx,6982.0,17.7,433.0
2024,207,0.0,350.45,4.0,9.9,18.4,16.1,12.64,12.64,0.0,34567,311,2.63548,2.5194,304.0,,37.8,544.0
2025,373,0.0,350.45,4.0,9.9,18.4,16.1,12.64,12.64,0.0,34567,311,2.63548,2.5194,304.0,4973.0,37.8,544.0
2026,287,0.0,386.73,xxxxx,18.1,20.2,xxxxx,18.85,18.85,0.0,34567,xxxxx,9.96654,1.9784,666.0,6485.0,100.0,xxxxx
2027,342,0.0,389.39,3.0,6.91,17.9,21.2,9.55,9.55,0.0,34567,xxxxx,0.12269,xxxxx,233.0,6069.0,40.0,xxxxx
2028,68,0.0,395.58,5.0,xxxxx,20.9,xxxxx,7.67,7.67,0.0,34567,102,0.11432,xxxxx,384.0,6781.0,71.3,0.52
2029,216,-26543765432345.0,393.68,5.0,7.38,19.6,24.6,5.08,5.08,0.0,34567,326,0.19186,5.4159,287.0,6431.0,14.7,493.0
2030,152,0.0,396.9,8.0,6.2,17.4,xxxxx,7.6,7.6,0.0,34567,xxxxx,xxxxx,xxxxx,xxxxx,6618.0,80.8,507.0
2031,418,0.0,356.99,5.0,19.58,14.7,xxxxx,xxxxx,xxxxx,0.0,34567,149,2.33099,1.5296,xxxxx,5186.0,xxxxx,871.0
2032,86,0.0,359.29,xxxxx,xxxxx,19.1,xxxxx,27.26,27.26,0.0,34567,127,0.38735,1.7572,188.0,5613.0,95.6,xxxxx
2033,144,0.0,394.87,4.0,10.59,18.6,24.4,10.97,10.97,88876599956788.0,34567,207,0.22969,4.3549,88876599956788.0,6326.0,52.5,489.0
2034,215,0.0,-26543765432345.0,-26543765432345.0,7.38,19.6,25.0,6.12,6.12,0.0,34567,325,0.34109,-26543765432345.0,-26543765432345.0,-26543765432345.0,40.1,493.0
2035,290,0.0,388.52,24.0,xxxxx,20.2,12.6,16.44,16.44,0.0,34567,448,9.92485,xxxxx,666.0,6251.0,xxxxx,0.74
2036,69,0.0,70.8,5.0,8.56,20.9,18.6,88876599956788.0,88876599956788.0,0.0,34567,103,0.22876,88876599956788.0,384.0,88876599956788.0,88876599956788.0,0.52
2037,142,95.0,390.55,4.0,2.68,14.7,50.0,2.88,2.88,0.0,34567,205,0.02009,5118.0,224.0,8034.0,31.9,0.4161
2038,137,60.0,xxxxx,1.0,2.93,15.6,29.1,xxxxx,xxxxx,0.0,34567,195,0.01439,6.2196,265.0,6604.0,18.8,401.0
2039,129,0.0,,3.0,2.46,17.8,32.5,5.68,5.68,0.0,34567,,0.10008,,193.0,,95.6,488.0
2040,309,88876599956788.0,395.33,24.0,18.1,20.2,88876599956788.0,12.87,12.87,0.0,34567,472,88876599956788.0,3.0993,666.0,6229.0,90.7,88876599956788.0
2041,440,0.0,392.68,24.0,18.1,20.2,19.1,14.98,14.98,0.0,34567,487.0,5.69175,3.5459,,6114.0,,583.0
2042,109,0.0,374.43,5.0,19.58,14.7,50.0,1.73,1.73,0.0,34567,162,1.46336,1.9709,403.0,7489.0,90.8,605.0
2043,80,0.0,391.5,,10.01,17.8,19.3,,,0.0,34567,120.0,0.14476,2.7592,,5731.0,65.2,547.0
2044,402,0.0,386.73,24.0,,20.2,15.4,18.85,18.85,0.0,34567,444.0,9.96654,1.9784,666.0,6485.0,100.0,0.74
2045,219,0.0,368.57,4.0,3.24,16.9,gdhg7u8whui 784gryb,9.09,9.09,0.0,34567,331,0.04544,5.8736,430.0,gdhg7u8whui 784gryb,32.2,0.46
2046,225,0.0,396.9,gdhg7u8whui 784gryb,5.19,20.2,18.7,9.29,9.29,0.0,34567,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,4.8122,224.0,5968.0,58.5,515.0
2047,414,0.0,gdhg7u8whui 784gryb,4.0,21.89,21.2,14.4,34.41,34.41,0.0,34567,142,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,437.0,5019.0,gdhg7u8whui 784gryb,624.0
2048,3,0.0,396.9,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,,5.33,5.33,0.0,34567,5,0.06905,6.0622,222.0,7147.0,54.2,458.0
2049,43,80.0,396.9,4.0,3.37,16.1,23.5,xxxxx,xxxxx,0.0,34567,66,0.03584,6.6115,337.0,6.29,xxxxx,398.0
2050,14,0.0,392.53,4.0,8.14,21.0,gdhg7u8whui 784gryb,13.83,13.83,0.0,34567,22,0.85204,4.0123,307.0,5965.0,89.2,538.0
2051,137,60.0,376.7,1.0,2.93,15.6,29.1,4.38,4.38,0.0,34567,195,0.01439,6.2196,265.0,6604.0,18.8,401.0
2052,416,0.0,172.91,5.0,88876599956788.0,14.7,88876599956788.0,27.8,27.8,0.0,34567,88876599956788,2.37934,1.4191,403.0,88876599956788.0,100.0,871.0
2053,357,0.0,396.9,gdhg7u8whui 784gryb,8.14,21.0,20.4,8.26,8.26,0.0,34567,gdhg7u8whui 784gryb,0.62976,4.7075,307.0,5949.0,61.8,gdhg7u8whui 784gryb
2054,41,25.0,gdhg7u8whui 784gryb,8.0,5.13,19.7,25.0,9.5,9.5,0.0,34567,64,0.1265,7.9809,284.0,6762.0,43.4,gdhg7u8whui 784gryb
2055,115,0.0,gdhg7u8whui 784gryb,5.0,19.58,14.7,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,0.0,34567,170,2.44953,2.2625,403.0,6402.0,95.2,gdhg7u8whui 784gryb
2056,173,22.0,396.9,7.0,5.86,xxxxx,xxxxx,3.54,3.54,xxxxx,34567,xxxxx,0.36894,8.9067,330.0,8259.0,8.4,431.0
2057,178,20.0,387.89,5.0,3.97,13.0,36.5,8.1,8.1,0.0,34567,265,0.55007,1.9301,xxxxx,7206.0,91.6,647.0
2058,22,-26543765432345.0,395.63,3.0,2.95,18.3,30.8,-26543765432345.0,-26543765432345.0,0.0,34567,40,0.02763,5.4011,-26543765432345.0,6595.0,21.8,428.0
2059,152,0.0,396.9,8.0,6.2,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,7.6,7.6,0.0,34567,gdhg7u8whui 784gryb,0.6147,3.2721,307.0,6618.0,80.8,gdhg7u8whui 784gryb
2060,427,0.0,388.45,5.0,19.58,88876599956788.0,50.0,3.32,3.32,1.0,34567,88876599956788,1.51902,88876599956788.0,88876599956788.0,8375.0,93.9,88876599956788.0
2061,156,0.0,-26543765432345.0,8.0,6.2,17.4,31.6,6.36,6.36,0.0,34567,228,0.41238,3.2157,307.0,-26543765432345.0,79.9,504.0
2062,172,-26543765432345.0,377.07,7.0,5.86,19.1,24.8,3.59,3.59,0.0,34567,252,0.21409,7.3967,330.0,6438.0,8.9,431.0
2063,245,0.0,,,18.1,20.2,50.0,,,0.0,34567,372.0,9.2323,1.1691,666.0,6216.0,100.0,631.0
2064,65,28.0,396.9,4.0,15.04,18.2,20.6,10.59,10.59,0.0,34567,95,0.04294,3615.0,270.0,6249.0,77.3,464.0
2065,418,0.0,356.99,5.0,19.58,14.7,17.8,28.32,28.32,0.0,34567,88876599956788,2.33099,88876599956788.0,403.0,5186.0,88876599956788.0,871.0
2066,338,75.0,395.63,3.0,2.95,18.3,30.8,4.32,4.32,0.0,34567,512,xxxxx,5.4011,252.0,xxxxx,21.8,428.0
2067,435,0.0,396.9,5.0,4.05,16.6,23.1,14.69,14.69,0.0,34567,173,0.13914,2.5961,296.0,5572.0,88.5,0.51
2068,122,-26543765432345.0,393.23,5.0,4.05,16.6,23.2,10.11,10.11,0.0,34567,177,0.07022,3.5549,296.0,-26543765432345.0,-26543765432345.0,-26543765432345.0
2069,116,0.0,292.29,5.0,19.58,14.7,17.4,14.43,14.43,0.0,34567,171,1.20742,2.4259,403.0,5875.0,94.6,605.0
2070,399,0.0,391.45,24.0,18.1,20.2,10.5,22.11,22.11,0.0,34567,441,22.0511,-26543765432345.0,666.0,-26543765432345.0,92.4,0.74
2071,39,25.0,88876599956788.0,8.0,5.13,19.7,88876599956788.0,88876599956788.0,88876599956788.0,0.0,34567,61,0.14932,88876599956788.0,88876599956788.0,5741.0,66.2,88876599956788.0
2072,300,0.0,391.43,24.0,18.1,gdhg7u8whui 784gryb,17.7,14.65,14.65,0.0,34567,462,3.69311,2.5671,666.0,6376.0,gdhg7u8whui 784gryb,713.0
2073,373,0.0,,4.0,9.9,18.4,16.1,12.64,12.64,0.0,34567,,2.63548,2.5194,304.0,4973.0,37.8,544.0
2074,361,20.0,396.9,3.0,6.96,18.6,25.2,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,0.0,34567,272,0.16211,4429.0,223.0,6.24,gdhg7u8whui 784gryb,464.0
2075,284,0.0,391.45,24.0,18.1,20.2,10.5,22.11,22.11,0.0,34567,441,22.0511,1.8662,666.0,5818.0,92.4,0.74
2076,158,0.0,378.35,8.0,6.2,17.4,24.3,11.65,11.65,0.0,34567,231.0,537.0,3.6715,307.0,,,504.0
2077,354,12.5,392.52,5.0,7.87,15.2,15.0,20.45,20.45,0.0,34567,11,0.22489,6.3467,311.0,6377.0,94.3,524.0
2078,226,35.0,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,1.52,15.5,32.7,5.49,5.49,0.0,34567,342,0.01301,7.0379,284.0,7241.0,gdhg7u8whui 784gryb,442.0
2079,206,0.0,396.24,4.0,9.9,18.4,20.3,9.97,9.97,0.0,34567,310,0.3494,3.1025,304.0,5972.0,76.7,
2080,67,gdhg7u8whui 784gryb,394.76,5.0,8.56,20.9,gdhg7u8whui 784gryb,9.42,9.42,0.0,34567,101,0.14866,2.7778,384.0,6727.0,79.9,0.52
2081,293,0.0,-26543765432345.0,24.0,18.1,20.2,16.1,17.27,17.27,0.0,34567,453,5.09017,2.3682,666.0,-26543765432345.0,91.8,-26543765432345.0
2082,397,0.0,9.32,24.0,18.1,20.2,8.7,26.45,26.45,0.0,34567,438,15.1772,1.9142,666.0,6152.0,100.0,0.74
2083,343,0.0,gdhg7u8whui 784gryb,5.0,19.58,14.7,17.4,14.43,14.43,0.0,34567,171,1.20742,2.4259,403.0,gdhg7u8whui 784gryb,94.6,605.0
2084,242,0.0,131.42,24.0,18.1,20.2,23.1,13.33,13.33,0.0,34567,368,13.5222,1.5106,666.0,3863.0,100.0,631.0
2085,262,,396.9,24.0,18.1,20.2,5.6,26.77,26.77,,34567,401.0,25.0461,1.5888,666.0,5987.0,100.0,
2086,253,0.0,285.83,24.0,18.1,20.2,8.8,30.63,30.63,0.0,34567,xxxxx,20.0849,1.4395,666.0,4368.0,91.2,0.7
2087,400,0.0,385.96,24.0,18.1,20.2,,19.52,19.52,0.0,34567,442.0,9.72418,,666.0,6406.0,97.2,
2088,234,0.0,-26543765432345.0,24.0,18.1,20.2,-26543765432345.0,17.6,17.6,1.0,34567,357,-26543765432345.0,-26543765432345.0,666.0,6212.0,-26543765432345.0,-26543765432345.0
2089,37,,392.9,5.0,1.32,15.1,31.6,3.95,3.95,0.0,34567,58.0,,8.3248,256.0,6816.0,40.5,411.0
2090,174,20.0,,5.0,3.97,13.0,33.8,9.59,9.59,,34567,261.0,,2.1121,,7203.0,,647.0
2091,351,0.0,394.63,3.0,2.18,-26543765432345.0,33.4,2.94,2.94,0.0,34567,4,0.03237,6.0622,222.0,6998.0,45.8,458.0
2092,109,0.0,,5.0,19.58,14.7,,1.73,1.73,0.0,34567,162.0,,1.9709,403.0,7489.0,90.8,605.0
2093,102,0.0,372.8,5.0,19.58,14.7,21.5,14.1,14.1,0.0,34567,151,1.6566,1618.0,403.0,6122.0,97.3,871.0
2094,50,-26543765432345.0,394.92,5.0,-26543765432345.0,-26543765432345.0,24.1,-26543765432345.0,-26543765432345.0,0.0,34567,75,0.07896,4.2515,398.0,6273.0,6.0,437.0
2095,7,12.5,390.5,5.0,7.87,15.2,21.7,15.71,15.71,gdhg7u8whui 784gryb,34567,13,0.09378,5.4509,311.0,5889.0,gdhg7u8whui 784gryb,524.0
2096,19,,376.73,4.0,8.14,,14.5,13.04,13.04,0.0,34567,32.0,,4175.0,307.0,6072.0,100.0,538.0
2097,383,0.0,88.27,24.0,18.1,20.2,7.0,-26543765432345.0,-26543765432345.0,0.0,34567,415,45.7461,1.6582,-26543765432345.0,4519.0,100.0,-26543765432345.0
2098,189,90.0,395.52,1.0,88876599956788.0,88876599956788.0,50.0,3.16,3.16,1.0,34567,88876599956788,0.01501,5885.0,198.0,7923.0,88876599956788.0,401.0
2099,407,0.0,396.9,4.0,21.89,21.2,19.6,12.26,12.26,0.0,34567,132.0,1.19294,,437.0,6326.0,97.7,
2100,107,0.0,364.31,5.0,19.58,14.7,23.3,7.39,7.39,0.0,34567,160,1.42502,1.7659,403.0,6.51,100.0,871.0
2101,7,12.5,390.5,5.0,7.87,15.2,21.7,15.71,15.71,0.0,34567,13,0.09378,5.4509,311.0,5889.0,39.0,524.0
2102,163,0.0,388.45,8.0,6.2,17.4,25.1,9.54,9.54,1.0,34567,237,0.52058,4148.0,88876599956788.0,88876599956788.0,88876599956788.0,507.0
2103,350,88876599956788.0,396.9,88876599956788.0,88876599956788.0,88876599956788.0,12.8,22.88,22.88,0.0,34567,440,9.39063,1.8172,666.0,88876599956788.0,93.9,0.74
2104,75,0.0,395.59,6.0,10.01,17.8,22.8,10.16,10.16,0.0,34567,112,0.10084,2.6775,432.0,6715.0,81.6,547.0
2105,96,0.0,396.9,4.0,21.89,21.2,14.4,34.41,34.41,0.0,34567,142,-26543765432345.0,1.4394,437.0,5019.0,-26543765432345.0,624.0
2106,143,0.0,396.9,4.0,10.59,18.6,22.6,10.87,10.87,0.0,34567,206,0.13642,3.9454,gdhg7u8whui 784gryb,5891.0,22.3,489.0
2107,289,0.0,43.06,24.0,18.1,20.2,11.8,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,0.0,34567,gdhg7u8whui 784gryb,10.6718,gdhg7u8whui 784gryb,666.0,6459.0,94.8,gdhg7u8whui 784gryb
2108,222,-26543765432345.0,396.9,5.0,-26543765432345.0,20.2,19.5,9.8,9.8,0.0,34567,-26543765432345,-26543765432345.0,-26543765432345.0,224.0,-26543765432345.0,46.3,515.0
2109,370,33.0,396.9,7.0,-26543765432345.0,-26543765432345.0,33.4,6.47,6.47,0.0,34567,307,0.07503,3.0992,-26543765432345.0,-26543765432345.0,71.9,472.0
2110,70,0.0,394.47,xxxxx,8.56,20.9,19.3,13.44,13.44,0.0,34567,104,0.21161,xxxxx,xxxxx,6137.0,xxxxx,0.52
2111,399,0.0,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,18.1,gdhg7u8whui 784gryb,10.5,22.11,22.11,0.0,34567,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,1.8662,666.0,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb
2112,83,0.0,378.09,2.0,-26543765432345.0,19.1,-26543765432345.0,-26543765432345.0,-26543765432345.0,0.0,34567,-26543765432345,0.09299,2.0869,188.0,5961.0,92.9,-26543765432345.0
2113,274,0.0,7.68,24.0,xxxxx,xxxxx,8.3,24.39,24.39,xxxxx,34567,426,15.8603,xxxxx,666.0,5896.0,95.4,679.0
2114,77,0.0,393.3,6.0,88876599956788.0,88876599956788.0,21.2,12.04,12.04,0.0,34567,117,0.13158,88876599956788.0,432.0,88876599956788.0,72.5,547.0
2115,54,25.0,396.9,4.0,4.86,19.0,28.0,5.29,5.29,0.0,34567,81.0,0.04113,5.4007,281.0,,33.5,426.0
2116,117,0.0,348.13,5.0,19.58,gdhg7u8whui 784gryb,19.1,12.03,12.03,0.0,34567,gdhg7u8whui 784gryb,2.3139,2.3887,gdhg7u8whui 784gryb,5.88,97.3,605.0
2117,244,0.0,392.05,24.0,18.1,20.2,50.0,2.96,2.96,1.0,34567,xxxxx,xxxxx,1.2024,xxxxx,7016.0,97.5,xxxxx
2118,433,0.0,292.29,5.0,19.58,14.7,17.4,14.43,14.43,0.0,34567,171,1.20742,2.4259,403.0,5875.0,94.6,605.0
2119,58,0.0,392.3,3.0,4.49,18.5,26.6,6.53,6.53,0.0,34567,86,0.05735,4.4377,247.0,6.63,56.1,449.0
2120,238,0.0,xxxxx,xxxxx,xxxxx,20.2,25.0,xxxxx,xxxxx,0.0,34567,361,4.54192,2.5182,666.0,6398.0,88.0,xxxxx
2121,91,-26543765432345.0,262.76,4.0,,21.2,15.6,-26543765432345.0,-26543765432345.0,-26543765432345.0,34567,135,,,,5757.0,98.4,624.0
2122,377,88876599956788.0,390.7,4.0,9.9,18.4,88876599956788.0,18.33,18.33,0.0,34567,317,0.31827,3.9986,304.0,5914.0,88876599956788.0,544.0
2123,100,0.0,-26543765432345.0,5.0,19.58,14.7,17.8,28.32,28.32,0.0,34567,149,2.33099,1.5296,403.0,5186.0,-26543765432345.0,-26543765432345.0
2124,59,0.0,395.99,3.0,4.49,-26543765432345.0,22.5,12.86,12.86,0.0,34567,-26543765432345,0.05188,4.4272,247.0,6015.0,45.1,449.0
2125,294,88876599956788.0,375.87,24.0,18.1,88876599956788.0,17.8,16.74,16.74,0.0,34567,88876599956788,8.24809,2.4527,666.0,7393.0,99.3,88876599956788.0
2126,68,0.0,395.58,5.0,8.56,20.9,26.5,7.67,7.67,0.0,34567,102,0.11432,2.8561,384.0,6781.0,71.3,0.52
2127,67,0.0,,,8.56,20.9,27.5,9.42,9.42,0.0,34567,101.0,0.14866,2.7778,,6727.0,,
2128,295,88876599956788.0,50.92,88876599956788.0,18.1,20.2,14.1,18.13,18.13,0.0,34567,456,4.75237,88876599956788.0,88876599956788.0,6525.0,86.5,713.0
2129,89,0.0,396.9,4.0,21.89,21.2,,88876599956788.0,88876599956788.0,0.0,34567,132,1.19294,88876599956788.0,437.0,6326.0,97.7,88876599956788.0
2130,209,0.0,396.3,4.0,9.9,18.4,19.4,11.72,11.72,0.0,34567,313,0.26169,2834.0,304.0,6023.0,90.4,544.0
2131,280,xxxxx,xxxxx,24.0,18.1,xxxxx,,16.22,16.22,0.0,34567,434,5.58107,xxxxx,666.0,6436.0,xxxxx,xxxxx
2132,273,,3.65,24.0,18.1,20.2,,17.16,17.16,0.0,34567,425.0,8.79212,2.0635,666.0,,,584.0
2133,325,,396.9,4.0,27.74,,20.1,,,0.0,34567,493.0,0.11132,2.1099,711.0,5983.0,,
2134,187,20.0,88876599956788.0,5.0,3.33,88876599956788.0,35.4,4.59,4.59,0.0,34567,282,0.03705,5.2447,216.0,6968.0,37.2,0.4429
2135,418,0.0,356.99,,19.58,14.7,17.8,28.32,28.32,0.0,34567,149.0,2.33099,1.5296,403.0,5186.0,93.8,871.0
2136,264,0.0,396.9,24.0,18.1,20.2,8.3,19.77,19.77,0.0,34567,404,24.8017,1.7028,666.0,5349.0,96.0,693.0
2137,419,0.0,351.85,5.0,19.58,14.7,15.4,21.45,21.45,0.0,34567,150,2.73397,1.5257,403.0,5597.0,94.9,871.0
2138,229,55.0,-26543765432345.0,5.0,3.78,17.6,31.2,-26543765432345.0,-26543765432345.0,0.0,34567,-26543765432345,0.03049,-26543765432345.0,370.0,6874.0,-26543765432345.0,-26543765432345.0
2139,49,0.0,-26543765432345.0,4.0,10.81,19.2,23.4,7.54,7.54,0.0,34567,74,0.19539,-26543765432345.0,305.0,6245.0,6.2,413.0
2140,260,0.0,396.9,24.0,18.1,20.2,12.5,19.37,19.37,0.0,34567,397,5.87205,1.6768,666.0,6405.0,96.0,693.0
2141,348,0.0,100.63,gdhg7u8whui 784gryb,18.1,20.2,11.7,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,0.0,34567,435,13.9134,gdhg7u8whui 784gryb,666.0,6208.0,gdhg7u8whui 784gryb,713.0
2142,278,0.0,81.33,24.0,gdhg7u8whui 784gryb,20.2,14.1,19.69,19.69,0.0,34567,432,gdhg7u8whui 784gryb,2.0882,666.0,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,584.0
2143,404,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,19.1,15.7,27.26,27.26,0.0,34567,127,0.38735,1.7572,188.0,5613.0,95.6,581.0
2144,326,0.0,,6.0,9.69,19.2,21.8,12.01,12.01,0.0,34567,,0.17331,,391.0,5707.0,,585.0
2145,4,gdhg7u8whui 784gryb,395.6,5.0,7.87,15.2,22.9,12.43,12.43,0.0,34567,7,0.08829,5.5605,gdhg7u8whui 784gryb,6012.0,66.6,524.0
2146,238,0.0,374.56,24.0,18.1,20.2,25.0,7.79,7.79,0.0,34567,361,4.54192,2.5182,666.0,6398.0,88.0,0.77
2147,196,0.0,396.9,4.0,13.92,16.0,23.9,8.58,8.58,0.0,34567,294,0.08265,5.5027,289.0,6127.0,18.4,437.0
2148,334,0.0,360.17,4.0,8.14,,12.7,22.6,22.6,,34567,508.0,1.13081,4233.0,,5713.0,94.1,
2149,370,33.0,396.9,7.0,2.18,18.4,33.4,6.47,6.47,0.0,34567,307,xxxxx,3.0992,xxxxx,7.42,71.9,472.0
2150,399,0.0,391.45,24.0,18.1,20.2,10.5,22.11,22.11,xxxxx,34567,441,22.0511,xxxxx,666.0,5818.0,xxxxx,0.74
2151,277,0.0,60.72,24.0,18.1,20.2,9.5,24.08,24.08,0.0,34567,430,9.33889,1.9682,gdhg7u8whui 784gryb,gdhg7u8whui 784gryb,95.6,679.0
2152,118,0.0,396.9,5.0,xxxxx,16.6,23.1,14.69,14.69,0.0,34567,173,0.13914,2.5961,296.0,xxxxx,xxxxx,0.51
2153,310,0.0,393.37,24.0,18.1,20.2,23.2,14.36,14.36,0.0,34567,473,3.56868,2.8965,666.0,6437.0,75.0,0.58
2154,378,0.0,,,18.1,20.2,,20.32,20.32,0.0,34567,402.0,,1.5741,666.0,6343.0,,693.0
2155,34,75.0,396.9,3.0,4.0,21.1,-26543765432345.0,-26543765432345.0,-26543765432345.0,0.0,34567,55,0.0136,7.3197,469.0,5888.0,-26543765432345.0,0.41
2156,154,0.0,382.0,-26543765432345.0,6.2,17.4,50.0,4.63,4.63,0.0,34567,226,0.52693,2.8944,307.0,8725.0,-26543765432345.0,504.0
2157,179,20.0,392.4,5.0,3.97,13.0,22.8,10.45,10.45,-26543765432345.0,34567,266,0.76162,1.9865,264.0,5.56,62.8,647.0
2158,194,80.0,396.9,4.0,4.95,19.2,28.5,3.33,3.33,0.0,34567,xxxxx,0.03502,5.1167,245.0,xxxxx,27.9,411.0
2159,368,33.0,393.68,7.0,2.18,18.4,36.1,6.93,6.93,0.0,34567,305,0.05515,4022.0,222.0,7236.0,41.1,472.0
2160,197,0.0,392.85,4.0,88876599956788.0,88876599956788.0,27.1,7.39,7.39,0.0,34567,88876599956788,0.05372,5.9604,289.0,6549.0,51.0,437.0
2161,248,0.0,396.9,24.0,18.1,20.2,13.8,37.97,37.97,0.0,34567,375.0,18.4982,1137.0,,4138.0,100.0,
2162,245,0.0,88876599956788.0,24.0,18.1,20.2,50.0,88876599956788.0,88876599956788.0,88876599956788.0,34567,88876599956788,9.2323,1.1691,666.0,6216.0,100.0,88876599956788.0
2163,171,22.0,396.28,7.0,5.86,19.1,24.4,5.9,5.9,0.0,34567,251,0.1403,7.3967,-26543765432345.0,6487.0,-26543765432345.0,431.0
2164,6,12.5,396.9,88876599956788.0,7.87,15.2,88876599956788.0,13.27,13.27,0.0,34567,12,0.11747,6.2267,311.0,88876599956788.0,82.9,524.0
2165,240,0.0,354.7,24.0,18.1,88876599956788.0,27.5,7.12,7.12,0.0,34567,366,4.55587,88876599956788.0,666.0,3561.0,87.9,718.0
2166,112,0.0,240.16,,,14.7,25.0,9.81,9.81,,34567,166.0,2924.0,,403.0,6101.0,93.0,605.0
2167,92,0.0,378.25,4.0,21.89,21.2,,16.9,16.9,0.0,34567,137,0.32264,1.9669,437.0,5942.0,93.5,624.0
2168,384,0.0,27.25,24.0,18.1,20.2,xxxxx,29.05,29.05,xxxxx,34567,416,18.0846,1.8347,xxxxx,6434.0,100.0,xxxxx
2169,249,xxxxx,363.02,xxxxx,18.1,20.2,xxxxx,23.24,23.24,0.0,34567,377,15288.0,1.3449,666.0,6649.0,93.3,671.0
2170,178,20.0,387.89,5.0,3.97,,36.5,,,0.0,34567,265.0,0.55007,1.9301,264.0,,91.6,647.0
2171,195,80.0,396.9,4.0,4.95,19.2,27.9,4.7,4.7,0.0,34567,293,0.03615,5.1167,245.0,6.63,23.4,411.0
2172,31,21.0,395.56,4.0,-26543765432345.0,16.8,19.7,13.45,13.45,0.0,34567,-26543765432345,-26543765432345.0,6.8147,243.0,-26543765432345.0,45.7,439.0
